project.number,status,project.type,approval.date,implementation.start.date,original.completion.date,revised.completion.date, project.budget , cumulative.disbursements , undisbursed.amount ,success.rating
7102,FINANCIALLY COMPLETED,AD,39653.00,39681.00,39994.00,40359.00,  1.000 ,  0.818 ,  0.182 ,1
7103,FINANCIALLY COMPLETED,PP,39652.00,39699.00,39872.00,40786.00,  0.700 ,  0.640 ,  0.060 ,
7104,FINANCIALLY COMPLETED,PP,39654.00,39696.00,39964.00,40543.00,  0.300 ,  0.274 ,  0.026 ,
7105,FINANCIALLY COMPLETED,PP,39657.00,39798.00,39994.00,40358.00,  1.000 ,  0.989 ,  0.011 ,
7106,FINANCIALLY COMPLETED,PP,39659.00,39812.00,40421.00,40786.00,  1.000 ,  0.844 ,  0.156 ,
7107,FINANCIALLY COMPLETED,PP,39657.00,39717.00,40025.00,40542.00,  1.120 ,  1.026 ,  0.094 ,
7108,FINANCIALLY COMPLETED,PP,39658.00,39686.00,40117.00,40633.00,  1.000 ,  0.960 ,  0.040 ,
7109,FINANCIALLY COMPLETED,PP,39657.00,39701.00,39933.00,41639.00,  1.141 ,  1.053 ,  0.088 ,
7110,FINANCIALLY COMPLETED,PP,39664.00,39686.00,39994.00,40632.00,  0.400 ,  0.399 ,  0.001 ,
7111,FINANCIALLY COMPLETED,AD,39660.00,39680.00,40421.00,40520.00,  0.500 ,  0.448 ,  0.052 ,1
7112,FINANCIALLY COMPLETED,AD,39671.00,39862.00,40086.00,40815.00,  0.500 ,  0.422 ,  0.078 ,1
7113,FINANCIALLY COMPLETED,PP,39668.00,39715.00,40359.00,40999.00,  1.200 ,  0.978 ,  0.222 ,
7114,FINANCIALLY COMPLETED,PP,39668.00,39756.00,40117.00,40574.00,  0.700 ,  0.644 ,  0.056 ,
7115,FINANCIALLY COMPLETED,AD,39675.00,39702.00,40237.00,40908.00,  0.414 ,  0.409 ,  0.005 ,
7116,FINANCIALLY COMPLETED,PP,39678.00,39710.00,39994.00,40177.00,  0.800 ,  0.766 ,  0.034 ,
7117,FINANCIALLY COMPLETED,PP,39682.00,39727.00,40025.00,40329.00,  0.600 ,  0.562 ,  0.038 ,
7118,FINANCIALLY COMPLETED,AD,39688.00,39696.00,40786.00,41425.00,  1.220 ,  1.034 ,  0.186 ,1
7119,FINANCIALLY COMPLETED,PP,39689.00,39763.00,40086.00,40337.00,  0.600 ,  0.566 ,  0.034 ,
7120,FINANCIALLY COMPLETED,AD,39694.00,39772.00,40816.00,41090.00,  0.500 ,  0.464 ,  0.036 ,1
7121,FINANCIALLY COMPLETED,PP,39694.00,39721.00,40298.00,41029.00,  1.200 ,  0.892 ,  0.308 ,1
7122,FINANCIALLY COMPLETED,PP,39701.00,39730.00,39964.00,41455.00,  1.270 ,  1.252 ,  0.018 ,
7123,FINANCIALLY COMPLETED,AD,39700.00,39700.00,39933.00,40543.00,  0.150 ,  0.140 ,  0.010 ,1
7124,FINANCIALLY COMPLETED,PP,39701.00,39731.00,39994.00,40147.00,  0.600 ,  0.556 ,  0.044 ,
7125,FINANCIALLY COMPLETED,PP,39702.00,39735.00,40178.00,40178.00,  0.900 ,  0.765 ,  0.135 ,
7126,FINANCIALLY COMPLETED,PP,39702.00,39786.00,39994.00,40663.00,  0.600 ,  0.494 ,  0.106 ,
7127,FINANCIALLY COMPLETED,AD,39693.00,39853.00,40117.00,40633.00,  0.750 ,  0.693 ,  0.057 ,1
7128,FINANCIALLY COMPLETED,PP,39701.00,39745.00,39994.00,40091.00,  0.650 ,  0.610 ,  0.040 ,
7129,FINANCIALLY COMPLETED,AD,39708.00,39735.00,40724.00,40816.00,  0.600 ,  0.564 ,  0.036 ,1
7130,FINANCIALLY COMPLETED,AD,39709.00,39771.00,40056.00,40724.00,  1.000 ,  0.948 ,  0.052 ,
7131,FINANCIALLY COMPLETED,AD,39709.00,39902.00,40086.00,40543.00,  0.250 ,  0.222 ,  0.028 ,1
7132,FINANCIALLY COMPLETED,PP,39702.00,39755.00,39994.00,40421.00,  0.900 ,  0.812 ,  0.088 ,
7133,FINANCIALLY COMPLETED,AD,39710.00,39728.00,40056.00,40359.00,  0.500 ,  0.328 ,  0.172 ,1
7134,FINANCIALLY COMPLETED,PP,39714.00,39784.00,40268.00,40908.00,  0.800 ,  0.589 ,  0.211 ,
7135,FINANCIALLY COMPLETED,AD,39717.00,39717.00,39872.00,40421.00,  0.225 ,  0.174 ,  0.051 ,1
7136,FINANCIALLY COMPLETED,PP,39717.00,39776.00,40543.00,40786.00,  0.900 ,  0.893 ,  0.007 ,
7137,FINANCIALLY COMPLETED,PP,39721.00,39779.00,40451.00,40543.00,  0.800 ,  0.638 ,  0.162 ,
7138,FINANCIALLY COMPLETED,AD,39721.00,39800.00,40268.00,41274.00,  0.800 ,  0.541 ,  0.259 ,1
7139,FINANCIALLY COMPLETED,AD,39720.00,39745.00,40543.00,41486.00,  2.000 ,  1.929 ,  0.071 ,1
7140,FINANCIALLY COMPLETED,PP,39710.00,39710.00,39828.00,40101.00,  0.150 ,  0.129 ,  0.021 ,
7141,FINANCIALLY COMPLETED,PP,39721.00,39758.00,40086.00,40786.00,  1.000 ,  0.975 ,  0.025 ,1
7142,ACTIVE,AD,39723.00,40169.00,40816.00,43220.00,  2.000 ,  1.572 ,  0.428 ,
7143,FINANCIALLY COMPLETED,AD,39723.00,39827.00,40421.00,40816.00,  0.500 ,  0.466 ,  0.034 ,
7144,FINANCIALLY COMPLETED,PP,39722.00,39786.00,40117.00,41364.00,  2.450 ,  2.347 ,  0.103 ,
7145,FINANCIALLY COMPLETED,AD,39723.00,39730.00,40451.00,42185.00,  1.500 ,  1.496 ,  0.004 ,
7146,FINANCIALLY COMPLETED,AD,39729.00,39729.00,39844.00,40451.00,  0.200 ,  0.178 ,  0.022 ,
7147,FINANCIALLY COMPLETED,AD,39729.00,39757.00,40086.00,41060.00,  0.500 ,  0.122 ,  0.378 ,0
7148,FINANCIALLY COMPLETED,AD,39736.00,40099.00,40663.00,41425.00,  1.000 ,  0.660 ,  0.340 ,1
7149,FINANCIALLY COMPLETED,AD,39737.00,39737.00,40086.00,40235.00,  0.225 ,  0.141 ,  0.084 ,
7150,FINANCIALLY COMPLETED,PP,39738.00,39763.00,39964.00,40298.00,  1.000 ,  0.459 ,  0.541 ,
7151,FINANCIALLY COMPLETED,PP,39741.00,39813.00,40086.00,41243.00,  1.000 ,  0.988 ,  0.012 ,
7152,FINANCIALLY COMPLETED,PP,39738.00,39780.00,40877.00,42551.00,  2.000 ,  1.609 ,  0.391 ,
7153,FINANCIALLY COMPLETED,AD,39738.00,39738.00,40132.00,40693.00,  0.225 ,  0.199 ,  0.026 ,1
7154,FINANCIALLY COMPLETED,PP,39744.00,39815.00,40359.00,40908.00,  1.500 ,  1.443 ,  0.057 ,
7155,FINANCIALLY COMPLETED,PP,39744.00,39806.00,40178.00,40543.00,  1.533 ,  1.529 ,  0.004 ,
7156,FINANCIALLY COMPLETED,PP,39748.00,39777.00,39994.00,41639.00,  1.625 ,  1.515 ,  0.110 ,
7157,FINANCIALLY COMPLETED,AD,39750.00,39772.00,40543.00,40907.00,  1.488 ,  1.464 ,  0.024 ,1
7158,FINANCIALLY COMPLETED,AD,39743.00,39783.00,40602.00,40745.00,  0.500 ,  0.409 ,  0.091 ,1
7160,FINANCIALLY COMPLETED,PP,39756.00,39778.00,40117.00,40543.00,  0.800 ,  0.770 ,  0.030 ,
7161,FINANCIALLY COMPLETED,AD,39755.00,39785.00,40908.00,40908.00,  0.858 ,  0.851 ,  0.007 ,1
7162,FINANCIALLY COMPLETED,PP,39755.00,39779.00,40359.00,40359.00,  0.600 ,  0.367 ,  0.233 ,
7163,FINANCIALLY COMPLETED,AD,39756.00,39784.00,40178.00,40724.00,  0.400 ,  0.387 ,  0.013 ,1
7164,FINANCIALLY COMPLETED,PP,39757.00,39782.00,40117.00,42704.00,  1.220 ,  0.862 ,  0.358 ,
7165,FINANCIALLY COMPLETED,AD,39756.00,39778.00,40482.00,40786.00,  0.675 ,  0.520 ,  0.155 ,1
7166,FINANCIALLY COMPLETED,AD,39759.00,39786.00,41243.00,41519.00,  2.300 ,  2.223 ,  0.077 ,1
7167,FINANCIALLY COMPLETED,PP,39757.00,39792.00,39979.00,40344.00,  0.500 ,  0.437 ,  0.063 ,
7168,FINANCIALLY COMPLETED,AD,39758.00,39758.00,40025.00,40110.00,  0.160 ,  0.145 ,  0.015 ,
7169,FINANCIALLY COMPLETED,PP,39762.00,40057.00,40025.00,40755.00,  0.990 ,  0.871 ,  0.119 ,
7170,FINANCIALLY COMPLETED,AD,39766.00,39801.00,40359.00,40724.00,  0.800 ,  0.738 ,  0.062 ,1
7171,CANCELLED,AD,39770.00,39798.00,40178.00,40746.00,  0.800 ,  -   ,  0.800 ,
7172,FINANCIALLY COMPLETED,AD,39765.00,39792.00,41608.00,41608.00,  1.700 ,  -   ,  1.700 ,
7173,FINANCIALLY COMPLETED,AD,39770.00,39826.00,40908.00,41228.00,  1.275 ,  1.116 ,  0.159 ,1
7174,FINANCIALLY COMPLETED,AD,39770.00,39805.00,40543.00,41182.00,  0.500 ,  0.496 ,  0.004 ,1
7175,FINANCIALLY COMPLETED,AD,39771.00,39794.00,41029.00,41455.00,  1.000 ,  0.954 ,  0.046 ,1
7176,FINANCIALLY COMPLETED,PP,39771.00,39771.00,39994.00,40543.00,  0.150 ,  0.126 ,  0.024 ,
7177,FINANCIALLY COMPLETED,PP,39773.00,39811.00,40040.00,40908.00,  0.700 ,  0.646 ,  0.054 ,
7178,FINANCIALLY COMPLETED,AD,39777.00,39836.00,40724.00,41152.00,  1.600 ,  1.441 ,  0.159 ,1
7179,FINANCIALLY COMPLETED,PP,39776.00,39898.00,40086.00,40663.00,  0.700 ,  0.662 ,  0.038 ,
7180,FINANCIALLY COMPLETED,PP,39778.00,39843.00,40025.00,40359.00,  0.800 ,  0.791 ,  0.009 ,1
7181,FINANCIALLY COMPLETED,AD,39778.00,39868.00,40209.00,40755.00,  0.900 ,  0.726 ,  0.174 ,1
7182,FINANCIALLY COMPLETED,PP,39784.00,39811.00,40117.00,40602.00,  0.846 ,  0.831 ,  0.015 ,
7183,FINANCIALLY COMPLETED,AD,39784.00,39784.00,40237.00,40543.00,  0.225 ,  0.099 ,  0.126 ,1
7184,FINANCIALLY COMPLETED,AD,39786.00,39906.00,40359.00,41090.00,  1.500 ,  1.443 ,  0.057 ,1
7185,FINANCIALLY COMPLETED,AD,39787.00,39818.00,40209.00,40329.00,  0.300 ,  0.259 ,  0.041 ,1
7186,FINANCIALLY COMPLETED,AD,39787.00,39842.00,40602.00,40967.00,  0.800 ,  0.702 ,  0.098 ,
7187,FINANCIALLY COMPLETED,AD,39770.00,39811.00,40178.00,41243.00,  0.400 ,  0.340 ,  0.060 ,1
7188,FINANCIALLY COMPLETED,AD,39779.00,39905.00,40633.00,40801.00,  0.700 ,  0.699 ,  0.001 ,1
7189,FINANCIALLY COMPLETED,AD,39786.00,39841.00,41274.00,42277.00,  11.222 ,  10.836 ,  0.386 ,
7190,FINANCIALLY COMPLETED,AD,39790.00,39818.00,40908.00,41394.00,  0.900 ,  0.854 ,  0.046 ,1
7191,FINANCIALLY COMPLETED,AD,39792.00,39855.00,40209.00,40908.00,  0.500 ,  0.477 ,  0.023 ,1
7192,FINANCIALLY COMPLETED,AD,39792.00,39843.00,40390.00,40755.00,  0.400 ,  0.368 ,  0.032 ,1
7193,FINANCIALLY COMPLETED,AD,39791.00,39912.00,40512.00,40875.00,  0.600 ,  0.585 ,  0.015 ,1
7194,FINANCIALLY COMPLETED,AD,39790.00,39839.00,40543.00,40968.00,  1.000 ,  0.739 ,  0.261 ,1
7195,FINANCIALLY COMPLETED,PP,39792.00,39930.00,39994.00,40847.00,  1.000 ,  0.915 ,  0.085 ,
7196,FINANCIALLY COMPLETED,PP,39792.00,39853.00,40268.00,40268.00,  0.400 ,  0.381 ,  0.019 ,
7197,FINANCIALLY COMPLETED,AD,39792.00,39854.00,40178.00,40724.00,  0.600 ,  0.497 ,  0.103 ,1
7198,FINANCIALLY COMPLETED,PP,39792.00,39847.00,40147.00,40512.00,  0.700 ,  0.583 ,  0.117 ,
7199,FINANCIALLY COMPLETED,PP,39792.00,39800.00,40086.00,40543.00,  0.500 ,  0.482 ,  0.018 ,
7200,CANCELLED,PP,39793.00,,40359.00,40359.00,  0.800 ,  -   ,  0.800 ,
7201,FINANCIALLY COMPLETED,AD,39793.00,39856.00,40359.00,41639.00,  0.800 ,  0.603 ,  0.197 ,1
7202,FINANCIALLY COMPLETED,AD,39793.00,39916.00,40421.00,40908.00,  1.500 ,  1.281 ,  0.219 ,1
7203,CANCELLED,AD,39794.00,39839.00,40178.00,40999.00,  0.650 ,  -   ,  0.650 ,
7204,FINANCIALLY COMPLETED,AD,39792.00,39828.00,40543.00,41759.00,  0.800 ,  0.754 ,  0.046 ,1
7205,FINANCIALLY COMPLETED,AD,39793.00,39793.00,40178.00,40359.00,  0.225 ,  0.070 ,  0.155 ,1
7206,FINANCIALLY COMPLETED,AD,39794.00,40057.00,40451.00,40816.00,  1.000 ,  0.924 ,  0.076 ,1
7207,FINANCIALLY COMPLETED,PP,39792.00,39888.00,40086.00,40633.00,  1.500 ,  1.238 ,  0.262 ,1
7208,FINANCIALLY COMPLETED,PP,39794.00,39801.00,40147.00,40313.00,  1.000 ,  0.993 ,  0.007 ,
7209,FINANCIALLY COMPLETED,AD,39785.00,39863.00,41243.00,41639.00,  2.500 ,  2.415 ,  0.085 ,1
7210,FINANCIALLY COMPLETED,AD,39798.00,39823.00,40421.00,41060.00,  2.000 ,  1.573 ,  0.427 ,1
7211,FINANCIALLY COMPLETED,AD,39784.00,39784.00,40543.00,40543.00,  0.225 ,  0.222 ,  0.003 ,1
7212,FINANCIALLY COMPLETED,AD,39793.00,39829.00,40421.00,40908.00,  0.800 ,  0.730 ,  0.070 ,1
7213,FINANCIALLY COMPLETED,AD,39793.00,39896.00,41698.00,42247.00,  0.750 ,  0.608 ,  0.142 ,1
7214,FINANCIALLY COMPLETED,AD,39798.00,39830.00,40543.00,40908.00,  0.700 ,  0.689 ,  0.011 ,1
7215,FINANCIALLY COMPLETED,PP,39794.00,39896.00,40086.00,41090.00,  1.350 ,  1.273 ,  0.077 ,
7216,FINANCIALLY COMPLETED,PP,39791.00,39820.00,40147.00,40512.00,  0.400 ,  0.391 ,  0.009 ,
7217,FINANCIALLY COMPLETED,AD,39790.00,40218.00,40390.00,41455.00,  0.800 ,  0.694 ,  0.106 ,1
7218,FINANCIALLY COMPLETED,PP,39792.00,40154.00,40178.00,40786.00,  0.800 ,  0.723 ,  0.077 ,0
7219,FINANCIALLY COMPLETED,AD,39799.00,39840.00,40390.00,41182.00,  0.750 ,  0.698 ,  0.052 ,1
7220,FINANCIALLY COMPLETED,AD,39790.00,39902.00,40421.00,40786.00,  0.500 ,  0.423 ,  0.077 ,
7221,FINANCIALLY COMPLETED,PP,39798.00,39867.00,40543.00,41274.00,  1.250 ,  0.272 ,  0.978 ,
7222,FINANCIALLY COMPLETED,AD,39804.00,39804.00,40209.00,40574.00,  0.225 ,  0.159 ,  0.066 ,1
7223,FINANCIALLY COMPLETED,AD,39804.00,39804.00,40025.00,40267.00,  0.225 ,  0.217 ,  0.008 ,1
7224,FINANCIALLY COMPLETED,AD,39339.00,39780.00,40513.00,41274.00,  10.000 ,  9.913 ,  0.087 ,
7225,FINANCIALLY COMPLETED,CD,39826.00,40361.00,40359.00,42735.00,  0.700 ,  0.392 ,  0.308 ,
7226,FINANCIALLY COMPLETED,CD,39825.00,39856.00,40908.00,41455.00,  0.650 ,  0.620 ,  0.030 ,1
7227,FINANCIALLY COMPLETED,PP,39827.00,39853.00,40237.00,41274.00,  1.600 ,  1.401 ,  0.199 ,1
7228,FINANCIALLY COMPLETED,PP,39833.00,39850.00,40147.00,40178.00,  0.800 ,  0.659 ,  0.141 ,
7229,FINANCIALLY COMPLETED,PP,39842.00,39855.00,40237.00,40420.00,  0.750 ,  0.686 ,  0.064 ,
7230,FINANCIALLY COMPLETED,PP,39842.00,39951.00,40086.00,40451.00,  0.500 ,  0.338 ,  0.162 ,
7231,FINANCIALLY COMPLETED,PP,39842.00,40105.00,40390.00,40694.00,  1.400 ,  1.151 ,  0.249 ,
7232,FINANCIALLY COMPLETED,CD,39853.00,39853.00,40602.00,40786.00,  0.400 ,  0.342 ,  0.058 ,1
7233,FINANCIALLY COMPLETED,RD,39853.00,39853.00,40451.00,40543.00,  0.100 ,  0.089 ,  0.011 ,1
7234,FINANCIALLY COMPLETED,CD,39854.00,39854.00,40633.00,40999.00,  0.900 ,  0.892 ,  0.008 ,1
7235,FINANCIALLY COMPLETED,RD,39853.00,39853.00,40178.00,40451.00,  0.150 ,  0.117 ,  0.033 ,1
7236,FINANCIALLY COMPLETED,PP,39860.00,39860.00,40056.00,40056.00,  0.225 ,  0.223 ,  0.002 ,
7237,FINANCIALLY COMPLETED,PP,39864.00,39929.00,40421.00,41274.00,  1.130 ,  1.042 ,  0.088 ,
7238,FINANCIALLY COMPLETED,CD,39863.00,39890.00,40847.00,41090.00,  0.700 ,  0.621 ,  0.079 ,1
7239,FINANCIALLY COMPLETED,CD,39856.00,39856.00,40209.00,40359.00,  0.150 ,  0.113 ,  0.037 ,1
7240,FINANCIALLY COMPLETED,PP,39864.00,39898.00,40178.00,40374.00,  1.350 ,  1.200 ,  0.150 ,
7241,FINANCIALLY COMPLETED,CD,39867.00,39896.00,40633.00,41639.00,  0.700 ,  0.518 ,  0.182 ,
7242,FINANCIALLY COMPLETED,PP,39864.00,40225.00,40178.00,41090.00,  1.200 ,  0.890 ,  0.310 ,
7243,FINANCIALLY COMPLETED,PP,39863.00,39863.00,40543.00,40847.00,  2.800 ,  1.961 ,  0.839 ,
7244,FINANCIALLY COMPLETED,PA,39878.00,39898.00,40755.00,41121.00,  0.600 ,  0.515 ,  0.085 ,1
7245,FINANCIALLY COMPLETED,PP,39877.00,39946.00,40237.00,41274.00,  1.000 ,  0.893 ,  0.107 ,
7246,FINANCIALLY COMPLETED,PA,39877.00,39877.00,40602.00,40724.00,  0.850 ,  0.650 ,  0.200 ,1
7247,FINANCIALLY COMPLETED,RD,39881.00,39881.00,40451.00,41698.00,  0.750 ,  0.642 ,  0.108 ,1
7248,FINANCIALLY COMPLETED,PA,39882.00,39882.00,40390.00,40724.00,  0.600 ,  0.590 ,  0.010 ,1
7249,FINANCIALLY COMPLETED,CD,39881.00,39881.00,40421.00,42004.00,  1.200 ,  0.904 ,  0.296 ,1
7250,FINANCIALLY COMPLETED,PA,39885.00,39912.00,40178.00,40755.00,  0.500 ,  0.402 ,  0.098 ,1
7251,FINANCIALLY COMPLETED,PA,39890.00,40101.00,40359.00,41274.00,  1.500 ,  1.488 ,  0.012 ,
7252,FINANCIALLY COMPLETED,CD,39890.00,39904.00,40237.00,42551.00,  2.925 ,  2.858 ,  0.067 ,1
7253,FINANCIALLY COMPLETED,PP,39892.00,39905.00,40268.00,41182.00,  1.000 ,  0.946 ,  0.054 ,
7254,FINANCIALLY COMPLETED,CD,39896.00,39896.00,40147.00,40147.00,  0.225 ,  0.191 ,  0.034 ,
7255,FINANCIALLY COMPLETED,PA,39891.00,39891.00,40147.00,40543.00,  0.225 ,  0.184 ,  0.041 ,1
7256,FINANCIALLY COMPLETED,CD,39854.00,39854.00,40237.00,40602.00,  0.225 ,  0.086 ,  0.139 ,1
7257,FINANCIALLY COMPLETED,CD,39897.00,39947.00,40543.00,41547.00,  1.000 ,  0.984 ,  0.016 ,1
7258,FINANCIALLY COMPLETED,PP,39896.00,39983.00,40147.00,40693.00,  1.180 ,  1.108 ,  0.072 ,1
7259,FINANCIALLY COMPLETED,PA,39899.00,39924.00,40298.00,40663.00,  1.900 ,  1.575 ,  0.325 ,1
7260,FINANCIALLY COMPLETED,CD,39902.00,40177.00,40237.00,40724.00,  0.750 ,  0.647 ,  0.103 ,1
7261,FINANCIALLY COMPLETED,PA,39898.00,39924.00,40359.00,40847.00,  0.630 ,  0.623 ,  0.007 ,1
7262,ACTIVE,CD,39902.00,40253.00,42369.00,43100.00,  2.500 ,  2.225 ,  0.275 ,
7263,FINANCIALLY COMPLETED,PP,39911.00,39911.00,39994.00,40543.00,  0.225 ,  0.120 ,  0.105 ,
7264,ACTIVE,CD,39903.00,39903.00,40633.00,43404.00,  10.000 ,  9.978 ,  0.022 ,
7265,FINANCIALLY COMPLETED,CD,39917.00,39994.00,40724.00,41029.00,  1.000 ,  0.915 ,  0.085 ,
7266,FINANCIALLY COMPLETED,CD,39917.00,40002.00,41305.00,41943.00,  2.000 ,  1.035 ,  0.965 ,
7267,FINANCIALLY COMPLETED,CD,39917.00,40010.00,40359.00,41182.00,  0.800 ,  0.749 ,  0.051 ,
7268,FINANCIALLY COMPLETED,CD,39910.00,39910.00,40663.00,41121.00,  1.000 ,  0.945 ,  0.055 ,1
7269,FINANCIALLY COMPLETED,CD,39917.00,39917.00,40908.00,41547.00,  0.750 ,  0.597 ,  0.153 ,1
7270,FINANCIALLY COMPLETED,PP,39917.00,39946.00,40178.00,40663.00,  0.500 ,  0.482 ,  0.018 ,
7271,FINANCIALLY COMPLETED,PA,39917.00,39955.00,40390.00,40390.00,  0.500 ,  0.468 ,  0.032 ,1
7272,FINANCIALLY COMPLETED,RD,39931.00,39931.00,40268.00,40268.00,  0.120 ,  0.106 ,  0.014 ,1
7273,FINANCIALLY COMPLETED,CD,39930.00,40206.00,40268.00,40816.00,  0.680 ,  0.312 ,  0.368 ,1
7274,FINANCIALLY COMPLETED,CD,39926.00,39926.00,41029.00,42155.00,  4.511 ,  4.070 ,  0.441 ,0
7275,FINANCIALLY COMPLETED,PA,39932.00,39932.00,40847.00,41639.00,  1.250 ,  1.239 ,  0.011 ,1
7276,FINANCIALLY COMPLETED,CD,39930.00,39930.00,40663.00,41364.00,  2.000 ,  1.875 ,  0.125 ,1
7277,FINANCIALLY COMPLETED,PA,39931.00,39931.00,41029.00,42369.00,  3.050 ,  2.651 ,  0.399 ,1
7278,FINANCIALLY COMPLETED,PA,39940.00,39940.00,40178.00,41274.00,  0.350 ,  0.291 ,  0.059 ,1
7279,FINANCIALLY COMPLETED,PP,39941.00,39941.00,40178.00,40543.00,  0.500 ,  0.464 ,  0.036 ,
7280,FINANCIALLY COMPLETED,PA,39946.00,39946.00,40724.00,41060.00,  2.000 ,  1.695 ,  0.305 ,1
7281,FINANCIALLY COMPLETED,PP,39944.00,39944.00,40147.00,40421.00,  0.200 ,  0.200 ,  0.000 ,
7282,FINANCIALLY COMPLETED,PP,39945.00,39945.00,40451.00,41517.00,  1.000 ,  0.809 ,  0.191 ,
7283,FINANCIALLY COMPLETED,PA,39932.00,39932.00,40209.00,40209.00,  0.220 ,  0.180 ,  0.040 ,
7284,FINANCIALLY COMPLETED,RD,39955.00,39955.00,40663.00,40908.00,  1.500 ,  1.362 ,  0.138 ,1
7285,FINANCIALLY COMPLETED,RD,39955.00,39955.00,40421.00,41121.00,  0.500 ,  0.395 ,  0.105 ,1
7286,FINANCIALLY COMPLETED,CD,39955.00,40010.00,40298.00,41090.00,  1.250 ,  1.122 ,  0.128 ,1
7287,FINANCIALLY COMPLETED,CD,39952.00,39970.00,40816.00,41364.00,  0.600 ,  0.477 ,  0.123 ,1
7288,FINANCIALLY COMPLETED,PP,39958.00,39968.00,40178.00,41274.00,  0.500 ,  0.367 ,  0.133 ,
7289,FINANCIALLY COMPLETED,PP,39960.00,39960.00,40086.00,40086.00,  0.225 ,  0.186 ,  0.039 ,
7290,CANCELLED,CD,39965.00,39965.00,40543.00,40908.00,  0.850 ,  -   ,  0.850 ,
7291,FINANCIALLY COMPLETED,PA,39967.00,39967.00,40268.00,40633.00,  0.200 ,  0.167 ,  0.033 ,1
7292,FINANCIALLY COMPLETED,RD,39966.00,39966.00,40237.00,40602.00,  0.220 ,  0.189 ,  0.031 ,1
7293,FINANCIALLY COMPLETED,RD,39968.00,39968.00,40543.00,41274.00,  0.700 ,  0.637 ,  0.063 ,1
7294,ACTIVE,CD,39968.00,40189.00,41820.00,43190.00,  0.653 ,  0.477 ,  0.176 ,
7295,FINANCIALLY COMPLETED,PP,39969.00,39995.00,40329.00,41182.00,  0.700 ,  0.581 ,  0.119 ,
7296,FINANCIALLY COMPLETED,PP,39972.00,40003.00,40268.00,40755.00,  1.100 ,  0.938 ,  0.162 ,
7297,FINANCIALLY COMPLETED,CD,39973.00,39981.00,40421.00,40847.00,  0.500 ,  0.481 ,  0.019 ,1
7298,FINANCIALLY COMPLETED,PP,39972.00,40048.00,40816.00,41348.00,  1.510 ,  1.113 ,  0.397 ,
7299,FINANCIALLY COMPLETED,PP,39979.00,40022.00,40237.00,40481.00,  1.000 ,  0.894 ,  0.106 ,
7300,FINANCIALLY COMPLETED,CD,39988.00,40010.00,40724.00,40908.00,  0.700 ,  0.605 ,  0.095 ,1
7301,FINANCIALLY COMPLETED,PP,39987.00,40052.00,40543.00,40724.00,  1.100 ,  1.019 ,  0.081 ,
7302,FINANCIALLY COMPLETED,RD,39990.00,39990.00,40543.00,41729.00,  0.600 ,  0.529 ,  0.071 ,1
7303,FINANCIALLY COMPLETED,CD,39990.00,39990.00,40724.00,41820.00,  1.360 ,  1.056 ,  0.304 ,1
7304,FINANCIALLY COMPLETED,PP,39993.00,39993.00,40299.00,40328.00,  0.225 ,  0.225 ,  -   ,1
7305,FINANCIALLY COMPLETED,CD,39995.00,40021.00,41152.00,41517.00,  3.450 ,  2.925 ,  0.525 ,1
7306,FINANCIALLY COMPLETED,PA,40000.00,40030.00,40755.00,41486.00,  1.200 ,  0.772 ,  0.428 ,1
7307,FINANCIALLY COMPLETED,PA,40002.00,40002.00,40939.00,42004.00,  1.868 ,  1.710 ,  0.158 ,1
7308,FINANCIALLY COMPLETED,PA,39975.00,40049.00,40359.00,41243.00,  0.500 ,  0.491 ,  0.009 ,1
7309,FINANCIALLY COMPLETED,PP,40008.00,40030.00,40267.00,40877.00,  0.600 ,  0.492 ,  0.108 ,
7310,FINANCIALLY COMPLETED,PA,40004.00,40004.00,40147.00,40359.00,  0.225 ,  0.144 ,  0.081 ,1
7311,FINANCIALLY COMPLETED,PP,40008.00,40035.00,40268.00,40724.00,  0.800 ,  0.791 ,  0.009 ,
7312,FINANCIALLY COMPLETED,PP,40008.00,40037.00,40268.00,40877.00,  0.700 ,  0.618 ,  0.082 ,
7313,FINANCIALLY COMPLETED,PA,40014.00,40058.00,41152.00,42277.00,  2.000 ,  1.786 ,  0.214 ,1
7314,FINANCIALLY COMPLETED,RD,40015.00,40015.00,40543.00,41820.00,  0.900 ,  0.868 ,  0.032 ,1
7315,FINANCIALLY COMPLETED,RD,40015.00,40015.00,40786.00,40908.00,  1.250 ,  1.059 ,  0.191 ,1
7316,FINANCIALLY COMPLETED,RD,39986.00,39986.00,40359.00,40694.00,  0.125 ,  0.113 ,  0.012 ,1
7317,FINANCIALLY COMPLETED,PA,40018.00,40051.00,40543.00,40908.00,  0.500 ,  0.394 ,  0.106 ,1
7318,FINANCIALLY COMPLETED,PP,40021.00,40044.00,40451.00,40633.00,  0.900 ,  0.866 ,  0.034 ,
7319,FINANCIALLY COMPLETED,RD,40015.00,40015.00,40724.00,41182.00,  0.950 ,  0.907 ,  0.043 ,1
7320,FINANCIALLY COMPLETED,CD,40022.00,40045.00,40663.00,40724.00,  0.650 ,  0.552 ,  0.098 ,1
7321,FINANCIALLY COMPLETED,PP,40023.00,40049.00,40543.00,40908.00,  1.400 ,  1.213 ,  0.187 ,1
7322,FINANCIALLY COMPLETED,PA,40024.00,40051.00,40543.00,41455.00,  0.500 ,  0.397 ,  0.103 ,
